plant_name,FIPS,plant_county,plant_state,latitude,longitude,fuel_type,nameplate_capacity_MW,net_generation_MWh,NOx_tons,SO2_tons,CO2_tons,CH4_lbs,N2O_lbs,PM2.5_tons
Archer Daniels Midland Clinton,19045,Clinton,Iowa,41.8206,-90.2097,Coal,211.4,771894,298.277,1266.409,450627.562,126378.13,18091.208,39.22491767
Archer Daniels Midland Des Moines,19153,Polk,Iowa,41.624438,-93.584515,Coal,7.9,24755,20.369,39.923,15248.56,3457.727,502.942,1.225079463
Archer Daniels Midland Lincoln,31109,Lancaster,Nebraska,40.866463,-96.614486,Coal,7.9,26882,22.129,44.922,16566.414,3756.56,546.409,1.33095621
Archer Daniels Midland Mankato,27013,Blue Earth,Minnesota,44.187066,-93.99242,Coal,10.5,3850,3.341,8.654,2501.47,567.227,82.506,0.200970352
Archer Daniels Midland Cedar Rapids,19113,Linn,Iowa,41.9221,-91.6875,Coal,294.6,1051384,283.767,533.27,578902.707,124765.406,18074.64,45.65536159
Archer Daniels Midland Co.,17115,Macon,Illinois,39.870074,-88.890756,Coal,335,1188313,338.189,14612.461,481245.067,164374.423,23894.44,44.54983592
Archer Daniels Midland Co. - Peoria,17143,Peoria,Illinois,40.677188,-89.604911,Gas,64,83754,5.273,0.789,28839.049,955.081,95.508,1.770079884
Tate & Lyle,17115,Macon,Illinois,39.84919,-88.931944,Coal,64.8,,214.969,,544729.062,,,8.3215427
Biomass One LP,41029,Jackson,Oregon,42.436111,-122.849958,Biomass,40,162686,307.608,37.061,0.14,209167.992,27453.299,33.81800727
Hazleton Generation,42079,Luzerne,Pennsylvania,40.928161,-76.040929,Gas,171.5,14711.999,9.51,0.318,10838.864,441.988,50.389,2.617110381
Medical Area Total Energy Plant,25025,Suffolk,Massachusetts,42.33685,-71.10815,Gas,101.6,316296.538,139.624,3.673,101708.716,3906.217,401.898,7.018961078
Olive View Medical Center,06037,Los Angeles,California,34.326242,-118.44477,Gas,5.6,14279,12.468,0.129,4712.185,177.751,17.775,0.221053675
Pittsfield Generating,25003,Berkshire,Massachusetts,42.4564,-73.2181,Gas,175.5,80162,7.144,1.347,41266.446,1605.366,163.952,1.319366517
Chalk Cliff Limited,06029,Kern,California,35.0968,-119.4299,Gas,46,9995,11.118,0.115,4223.737,159.326,15.933,0.198140128
Linden Cogeneration Facility,34039,Union,New Jersey,40.6322,-74.2156,Gas,974.1,5500027,308.008,9.6,1896985.361,77217.068,7908.445,56.33605529
Corpus Refinery,48355,Nueces,Texas,27.8322,-97.5281,Gas,47,280241,225.617,2.312,84555.543,3189.575,318.958,3.966595212
Plant 31 Paper Mill,22073,Ouachita,Louisiana,32.486787,-92.149597,Gas,102.2,613743.01,224.003,601.14,84410.49,76571.079,17234.411,15.6746412
Nelson Industrial Steam Company,22019,Calcasieu,Louisiana,30.2844,-93.2911,Coal,1596.8,3211248,971.145,15421.419,2030835.094,636576.557,98941.718,124.2285233
MMWAC Resource Recovery Facility,23001,Androscoggin,Maine,44.067792,-70.260831,Biomass,5,16100,178.997,60.859,41354.261,52540.856,6895.706,58.399068
Norton Powerhouse,25027,Worcester,Massachusetts,42.309555,-71.805218,Gas,5.6,37127,19.36,0.375,13710.85,517.196,51.72,0.944532311
Houston Chemical Complex Battleground,48201,Harris,Texas,29.7314,-95.0839,Gas,380.7,1733150,1378.198,15.432,574772.289,21681.53,2167.921,25.5532917
Humboldt Sawmill Company,06023,Humboldt,California,40.4728,-124.1014,Biomass,32.5,122827,170.021,33.272,630.941,176012.394,23105.142,28.53730489
Penobscot Energy Recovery,23019,Penobscot,Maine,44.7383,-68.8258,Biomass,25.3,85303,264.932,13.122,95766.67,118345.661,15553.788,0.134099394
Rice University,48201,Harris,Texas,29.721048,-95.39536,Gas,6.9,19584,16.501,0.168,6154.25,232.149,23.215,0.288702858
San Diego State University,06073,San Diego,California,32.778225,-117.070114,Gas,17.6,53953,53.786,0.537,19646.927,741.115,74.111,0.967550861
Univ of Calif Santa Cruz Cogeneration,06087,Santa Cruz,California,36.9997,-122.0622,Gas,7.2,32039,30.508,0.313,11444.956,431.723,43.172,0.536895784
Borger Plant,48233,Hutchinson,Texas,35.6647,-101.4354,Other Fossil,37.5,72068,41.937,1.634,116750.118,73.802,89.582,0.085737085
Palm Beach Renewable Energy Facility 1,12099,Palm Beach,Florida,26.771389,-80.141944,Biomass,62.3,351379,616.471,122.416,349340.776,447067.338,58676.519,0.990926898
"Marcus Hook 50, L.P.",42045,Delaware,Pennsylvania,39.8103,-75.4281,Gas,50.5,300,1.05,0.001,637.384,8.395,0.84,0.001036452
Univ of Massachusetts Medical Center,25027,Worcester,Massachusetts,42.279015,-71.759772,Gas,17.5,65310,36.162,0.871,25428.346,962.229,96.767,1.545729749
University of Northern Iowa,19013,Black Hawk,Iowa,42.513608,-92.459122,Gas,7.5,20072,6.211,0.117,6961.942,749.158,112.463,0.479606521
Univ of San Francisco Cogen,06075,San Francisco,California,37.77656,-122.451878,Gas,1.5,9285,89.601,0.107,3901.007,147.152,14.715,0.014083648
"Vicinity Energy Trenton, L.P.",34021,Mercer,New Jersey,40.2167,-74.7667,Gas,21.2,224.42,1.355,0.002,71.421,3.643,0.507,0.000257847
Tamarack Energy Partnership,16003,Adams,Idaho,44.954853,-116.387134,Biomass,6.2,21860,14.49,1.54,0,8689.242,1140.463,1.404863971
WestRock (TX),48241,Jasper,Texas,30.3419,-94.0656,Biomass,57.7,448736,176.212,499.073,20410.437,49748.835,12543.191,7.465032754
Paris Energy Center,48277,Lamar,Texas,33.6968,-95.5577,Gas,265.6,460814,257.591,1.257,248903.18,9187.084,918.708,15.16438329
Sierra Pacific Burney Facility,06089,Shasta,California,40.8767,-121.7016,Biomass,20,67193,27.087,4.638,0,26176.827,3435.709,4.232240197
Sierra Pacific Loyalton Facility,06091,Sierra,California,39.6699,-120.2394,Biomass,20,29661,61.243,6.276,0,35423.059,4649.276,5.72711118
Sierra Pacific Quincy Facility,06063,Plumas,California,39.941165,-120.909211,Biomass,62.7,145449,253.439,47.159,0.01,266159.615,34933.449,43.03231824
US Borax,06029,Kern,California,35.0329,-117.701,Gas,48.2,296532,247.584,2.581,94394.526,3560.718,356.072,4.428151979
Hal C Weaver Power Plant,48453,Travis,Texas,30.2867,-97.7356,Gas,170.5,332217.24,208.582,2.682,98076.924,3699.623,369.962,3.68859572
Phillips 66 Rodeo Refinery,06013,Contra Costa,California,38.0417,-122.2583,Other Fossil,54.9,388814.001,177.717,0.408,122195.669,4609.995,460.238,0.441158403
Valero Refinery Corpus Christi West,48355,Nueces,Texas,27.8175,-97.4814,Oil,76.7,190984,358.543,1000.51,224642.234,11223.567,1893.743,8.68791018
Signal Hill Generating LLC,48485,Wichita,Texas,33.8625,-98.5894,Gas,80,14676,31.713,0.317,11578.221,436.749,43.675,0.570192046
Sycamore Cogeneration,06029,Kern,California,35.452577,-118.985313,Gas,300,573204,538.789,5.543,202711.762,7646.623,764.662,9.509429769
South Oaks Hospital,36103,Suffolk,New York,40.6853,-73.4258,Gas,2.2,5948,38.447,0.049,1785.947,67.369,6.737,0.006447735
New Gulf Power Facility,48481,Wharton,Texas,29.2639,-95.8997,Gas,114.4,6563,26.54,0.056,11009.933,352.396,35.24,0.185258501
Snider Industries,48203,Harrison,Texas,32.574722,-94.373889,Biomass,5,11804,9.377,0.996,0,5623.319,738.061,0.909169049
Imperial Savannah LP,13051,Chatham,Georgia,32.143989,-81.14655,Gas,11.7,50508,19.575,25.779,18762.309,1727.675,227.968,1.138967384
Union Carbide Seadrift Cogen,48057,Calhoun,Texas,28.5105,-96.7706,Gas,168,737527.86,757.691,7.063,302359.793,11405.673,1140.348,12.52880535
Dow St Charles Operations,22089,St Charles,Louisiana,29.9861,-90.4414,Gas,343.2,2086369.88,1585.469,16.92,648891.86,24477.529,2447.399,28.75342311
Texas City Plant Union Carbide,48167,Galveston,Texas,29.37612,-94.946477,Coal,85,70346,,,,0,0,0
Berry Cogen,06029,Kern,California,35.093046,-119.443617,Gas,38.7,292321,243.754,2.537,92776.399,3499.68,349.968,4.352237327
Columbus MS,28087,Lowndes,Mississippi,33.3602,-88.46,Biomass,128.6,539033.495,198.059,603.453,10764.533,59549.193,15732.054,12.78281238
Cosmo Specialty Fibers Plant,53027,Grays Harbor,Washington,46.954071,-123.761086,Biomass,15,121535,48.362,10.854,2862.298,13231.143,1996.563,2.378139457
Nippon Dynawave Packaging Longview WA,53015,Cowlitz,Washington,46.1236,-122.9728,Biomass,62.4,276108.841,95.202,303.032,29431.017,28364.423,6952.762,6.101914974
International Paper Co. - New Bern Mill,37049,Craven,North Carolina,35.212,-77.1144,Biomass,67.8,197702.44,71.874,298.746,8136.56,7034.564,4515.784,0.462725521
Domtar Paper Co LLC Plymouth NC,37117,Martin,North Carolina,35.8628,-76.7831,Biomass,161.5,355322.84,170.186,312.208,9125.854,61918.303,12115.172,15.92510266
IP Springfield Oregon,41039,Lane,Oregon,44.0569,-122.9555,Biomass,65,98864,38.882,117.247,10003.714,3044.81,1816.038,6.796783719
International Paper Valliant OK,40089,McCurtain,Oklahoma,33.9961,-95.1114,Biomass,68,423744,158.581,420.785,47762.901,31541.321,9275.045,4.558523926
B Braun Medical,06059,Orange,California,33.688721,-117.834793,Gas,6.1,32476,27.46,0.283,10361.506,390.853,39.085,0.486069652
"Multitrade Rabun Gap, LLC",13241,RABUN,Georgia,34.9536,-83.3786,Biomass,22,117784,223.197,26.553,0.066,149862.114,19669.402,24.22950493
US Gypsum Oakfield,36037,Genesee,New York,43.0647,-78.2972,Gas,5.8,16837,14.029,0.151,5508.798,207.801,20.78,0.25842393
Pinetree Power,33009,Grafton,New Hampshire,44.3274,-71.68,Biomass,17.5,80337,36.499,16.294,0,91962.539,12070.083,14.86834184
York County Resource Recovery,42133,York,Pennsylvania,40.0017,-76.7183,Biomass,36.5,255058,481.748,5.441,249881.131,299592.72,39301.681,14.12113248
Watson Cogeneration,06037,Los Angeles,California,33.816647,-118.244841,Gas,499.2,3036844,2101.837,22.022,994947.763,40412.617,4140.414,45.16830105
Oxnard Wastewater Treatment Plant,06111,Ventura,California,34.140501,-119.184529,Biomass,1.5,6375,82.717,0.122,561.623,106.761,10.679,0.340682603
Regional Waste Systems,23005,Cumberland,Maine,43.6556,-70.3347,Biomass,13.3,79415,349.471,150.503,98241.393,124929.276,16395.915,1.392789743
Texas Petrochemicals,48201,Harris,Texas,29.6981,-95.2547,Gas,595,215882,90.454,1.779,69786.245,2632.482,263.208,4.807522999
Robbins Lumber,23027,Waldo,Maine,44.3331,-69.2019,Oil,13.2,32,0.214,0.02,11.269,0.913,0.183,0.02139
San Antonio Regional Hospital,06071,San Bernardino,California,34.1019,-117.6381,Gas,2.7,10755.999,144.259,0.2,7310.23,275.754,27.575,0.026391831
Purdue University-Wade Utility,18157,Tippecanoe,Indiana,40.4172,-86.9122,Gas,43.2,158418.705,58.218,475.056,66207.13,6462.366,871.655,5.023275831
Tenet Hospital,48141,El Paso,Texas,31.7697,-106.5014,Oil,4.2,68,0.68,0.062,29.746,2.808,0.562,0.032953061
Bucksport Generation LLC,23009,Hancock,Maine,44.5738,-68.8046,Gas,298.4,1362,1.315,0.049,1312.899,53.519,7.747,0.034097045
Canton North Carolina,37087,Haywood,North Carolina,35.535,-82.8411,Biomass,52.5,288915,211.018,272.377,71698.349,22628.236,6040.118,0
International Paper Pensacola,12033,Escambia,Florida,30.5966,-87.3264,Biomass,82.8,449345.67,143.722,430.998,27407.001,50733.733,12047.996,8.501896938
Verso Paper Quinnesec Mich Mill,26043,Dickinson,Michigan,45.7956,-87.9556,Biomass,56,316205.66,174.606,410.174,5656.037,44758.282,10547.125,6.391171424
KapStone Kraft Paper Corp,37083,Halifax,North Carolina,36.4769,-77.6414,Biomass,28.3,188157.46,90.197,211.836,23560.255,16534.387,4761.98,6.761102798
Beaumont Hospital Dearborn Campus,26163,Wayne,Michigan,42.2917,-83.2119,Oil,6.8,21,0.7,0.063,35.688,2.89,0.578,0.067735001
Pioneer Valley Resource Recovery,25013,Hampden,Massachusetts,42.0906,-72.5917,Biomass,9.4,33448,279.418,95.002,57782.18,72231.305,9478.876,81.487692
Park 500 Philip Morris USA,51041,Chesterfield,Virginia,37.3389,-77.2806,Gas,19.1,23537.915,6.394,0.265,9706.808,366.157,36.616,0.668697135
PEI Power Corporation,42069,Lackawanna,Pennsylvania,41.485,-75.5406,Biomass,92.9,205722.999,0,0,30046.449,1133.402,113.34,1.692567743
Luke Paper Company,24001,Allegany,Maryland,39.4736,-79.0569,Biomass,65,100012,67.026,425.226,21783.918,6892.295,1987.711,5.070910208
SEMASS Resource Recovery,25023,Plymouth,Massachusetts,41.8022,-70.7875,Biomass,98.5,583734,1535.681,920.212,597455.785,759621.539,99704.917,846.3753675
Bethpage Energy Center,36059,Nassau,New York,40.7469,-73.4994,Gas,240,352971,100.114,0.909,179955.764,7012.355,701.235,0.019080766
Wadham Energy LP,06011,Colusa,California,39.1062,-122.1096,Biomass,29.1,188290,119.046,31.554,575.352,178017.65,23364.138,1.268979143
Packaging Corporation of America,47071,Hardin,Tennessee,35.0471,-88.2661,Biomass,72.5,412031.121,202.156,635.538,122625.128,48735.091,11682.954,2.939717863
AltaGas Ripon Energy Inc.,06077,San Joaquin,California,37.732533,-121.116006,Gas,49.5,5377,8.574,0.089,3260.27,122.983,12.298,0.152942802
Shell Deer Park,48201,Harris,Texas,29.723185,-95.128856,Gas,273.2,1447136,1040.695,0.613,715563.243,26992.844,2698.467,2.58336844
Alpena Cement Plant,26007,Alpena,Michigan,45.069929,-83.408182,Oil,47.2,170811,478.497,854.753,122690.818,8917.224,1643.557,3.510522842
University of Oklahoma,40027,Cleveland,Oklahoma,35.2089,-97.4424,Gas,18.6,14,0.007,0,4.654,0.176,0.018,0.000320897
Utility Plants Section,02090,Fairbanks North Star,Alaska,64.825601,-147.648627,Coal,22.5,71202,73.139,69.658,47044.183,10667.63,1551.655,3.779566295
Standby Generation Plant,12033,Escambia,Florida,30.4736,-87.2361,Gas,13.7,15.999,0.43,0,18.41,0.694,0.069,6.64658E-05
Bunge North America East LLC,18001,Adams,Indiana,40.846525,-84.933264,Gas,2,10008,4.829,0.091,3320.586,125.258,12.526,0.228753821
Nalco,17043,DuPage,Illinois,41.800909,-88.197156,Gas,4.7,18206,15.393,0.161,5881.227,221.85,22.185,0
West Point Treatment Plant,53033,King,Washington,47.661111,-122.446389,Biomass,4.6,14971,194.222,0.286,0,204.844,20.484,0.64729113
Ridgewood Providence Power,44007,Providence,Rhode Island,41.8069,-71.53,Biomass,26.1,6,0,0.069,0,0,0,0.03036285
University of Notre Dame,18141,St Joseph,Indiana,41.7094,-86.2367,Gas,39.6,80799.06,28.651,0.689,28705.974,1986.768,247.949,0.118608306
Cornell University Ithaca Campus,36109,Tompkins,New York,42.4428,-76.4764,Gas,39.5,242624,183.203,2.078,59732.427,2793.65,280.17,2.941642085
Paxton Creek Cogeneration,42043,Dauphin,Pennsylvania,40.2653,-76.8771,Gas,12.6,388,3.478,0.004,195.879,10.638,1.551,0.000707176
Newark Bay Cogen,34013,Essex,New Jersey,40.7197,-74.13,Gas,152,19771,4.216,0.057,11375.272,494.114,49.411,1.325376585
Phillips 66 Carbon Plant,06013,Contra Costa,California,38.018056,-122.2344,Coal,27.3,85439,0,0,85888.773,0,0,2.397775528
Port Allen (LA),22121,West Baton Rouge,Louisiana,30.477,-91.211,Gas,7.6,53777,46.225,0.429,15703.109,592.347,59.235,0.736650263
Eielson AFB Central Heat & Power Plant,02090,Fairbanks North Star,Alaska,64.67141,-147.075988,Coal,31,69358,56.543,82.934,41234.391,9344.441,1359.366,3.310585129
Georgia-Pacific Corp - Nekoosa Mill,55141,Wood,Wisconsin,44.3142,-89.8964,Biomass,39,187949.998,67.442,170.558,21949.288,4628.432,2616.444,1.431604572
Dillard Complex,41019,Douglas,Oregon,43.0895,-123.4156,Biomass,51.5,133638,159.531,11.29,1990.477,63488.922,8330.575,10.64114544
Pixelle Specialty Solutions,42133,York,Pennsylvania,39.870935,-76.868117,Biomass,109.5,424347.928,278.237,1691.036,107363.151,33687.763,9495.172,8.33992569
International Paper Savanna Mill,13051,Chatham,Georgia,32.100354,-81.124248,Biomass,206.5,601265,600.577,662.864,49991.08,41387.464,13898.939,8.234704872
Somerset Plant,23025,Somerset,Maine,44.703467,-69.647441,Biomass,107.1,531715,271.903,491.678,27639.423,91913.301,17892.551,15.82353479
Mobile Energy Services LLC,01097,Mobile,Alabama,30.736487,-88.051643,Gas,109.2,35796,21.784,0.077,15188.359,572.93,57.293,1.221106354
Kimberly-Clark Tissue Company,42045,Delaware,Pennsylvania,39.843743,-75.358801,Gas,84.3,199998,145.38,239.565,114169.147,5405.838,760.659,22.06537904
Rutgers Biomedical and Health Cogen,34013,Essex,New Jersey,40.73928,-74.187633,Gas,10.5,55079.001,48.067,0.499,18292.977,692.52,69.624,0.858142633
Olmsted Waste Energy,27109,Olmsted,Minnesota,44.026072,-92.432313,Biomass,12.1,32199.31,45.427,15.355,10102.328,12722.468,1669.808,14.22914963
Duluth Paper Mill,27137,St Louis,Minnesota,46.734957,-92.162085,Coal,10.6,48092,,,,,,0
Bronx Zoo,36005,Bronx,New York,40.844114,-73.876888,Gas,3.6,21594.001,159.639,0.203,7415.505,279.725,27.973,0.02677191
University of Michigan,26161,Washtenaw,Michigan,42.281167,-83.734617,Gas,48.5,138575,75.243,1.476,43804.095,1656.287,166.363,0.725261897
S D Warren Westbrook,23005,Cumberland,Maine,43.684857,-70.353152,Biomass,80.9,110947.002,103.631,64.301,9860.42,39499.803,5218.211,7.116873991
Indeck-Silver Springs Energy Center,36121,Wyoming,New York,42.6544,-78.0772,Gas,56.6,43110.68,20.949,0.126,24985.754,928.742,92.882,0.108264893
Indeck-Oswego Energy Center,36075,Oswego,New York,43.471745,-76.493474,Gas,57.4,24724,13.597,0.068,13503.706,517.861,51.825,0.746362775
Indeck-Yerkes Energy Center,36029,Erie,New York,42.9671,-78.9182,Gas,59.9,25264,20.161,0.078,15498.025,571.357,57.143,2.43135899
Procter & Gamble Cincinnati Plant,39061,Hamilton,Ohio,39.175,-84.5042,Gas,12.5,12923,4.79,0.12,4398.433,165.916,16.592,0.30300322
Indeck-Corinth Energy Center,36091,Saratoga,New York,43.25,-73.8125,Gas,147,582878,58.714,1.351,269419.074,10208.102,1073.792,1.91161377
Procter & Gamble Paper Products,42131,Wyoming,Pennsylvania,41.574259,-76.043233,Gas,120.2,910514,602.797,1.575,301526.342,11934.521,1193.452,19.41241417
Oxnard,06111,Ventura,California,34.196,-119.1667,Gas,68.7,536189,550.911,5.651,206669.186,7795.904,779.59,9.695079695
Flint River Operations,13193,Macon,Georgia,32.2544,-84.0667,Biomass,85.1,443064.62,227.715,831.85,3903.512,76439.174,15141.939,10.99318182
Buckeye Florida LP,12123,Taylor,Florida,30.0688,-83.5253,Biomass,69.4,321819.893,127.389,397.339,14058.323,32354.389,9125.061,5.281986075
Covanta Niagara,36063,Niagara,New York,43.0839,-79.0056,Biomass,50,162841,44.924,76.045,32356.539,61864.804,8114.84,2.290612064
Swift Creek Chemical Complex,12047,Hamilton,Florida,30.4522,-82.8644,Gas,21,104083,11.599,95.544,0,81.458,8.284,0.108436877
Corpus Christi,48355,Nueces,Texas,27.811083,-97.595813,Gas,41,76451,106.345,0.941,34417.258,1298.276,129.828,1.614554374
Packaging of America Tomahawk Mill,55069,Lincoln,Wisconsin,45.4431,-89.7342,Biomass,18.7,116862.385,37.911,33.961,16438.999,19148.269,2854.628,5.760446586
"GP Big Island, LLC",51019,Bedford,Virginia,37.534,-79.357,Biomass,7.9,51844,22.991,0.158,4859.283,14457.13,1893.5,0.412760043
Eastman Chemical Company,47163,Sullivan,Tennessee,36.5219,-82.5431,Gas,194.3,1051146,636.028,1.086,464459.926,66884.599,9398.082,56.65256116
Clewiston Sugar House,12051,Hendry,Florida,26.7351,-80.9377,Biomass,90.2,239586,85.231,17.342,349.503,97893.183,12850.143,0
PPG Riverside,22019,Calcasieu,Louisiana,30.221746,-93.280693,Coal,162,173582,,,,,,0
PPG Powerhouse C,22019,Calcasieu,Louisiana,30.22612,-93.295173,Gas,357.7,2132191,150.864,0.532,123152.586,24443.33,2444.202,9.901167291
PPG Plant C Caustic,22019,Calcasieu,Louisiana,30.226444,-93.293765,Gas,3.4,12894,3.89,0.076,2781.959,104.94,10.494,0.191647978
Axiall Corporation Natrium Plant,54051,Marshall,West Virginia,39.7475,-80.8547,Gas,123,682909.665,239.442,6.134,223841.055,7681.561,768.051,15.88027059
Gas Utilization Facility,06073,San Diego,California,32.679172,-117.246698,Biomass,6.1,11101,195.815,0.293,0,210.048,21.005,0.663735365
Double C Generation Limited Partnership,06029,Kern,California,35.5005,-119.046,Gas,49.8,16414,27.118,0.282,10301.784,388.6,38.86,0.483267889
Kern Front Limited,06029,Kern,California,35.51647,-119.040128,Gas,49.8,13686,22.246,0.231,8451.372,318.8,31.88,0.396463033
High Sierra Limited,06029,Kern,California,35.509041,-119.030546,Gas,49.8,16792,23.699,0.246,9003.292,339.619,33.962,0.422354214
Capitol District Energy Center,09003,Hartford,Connecticut,41.7639,-72.6925,Gas,70.5,6102,3.017,0.017,3418.7,155.746,15.575,0.189635327
Equilon Los Angeles Refining,06037,Los Angeles,California,33.791667,-118.234722,Other Fossil,83,363852.81,161.429,0.404,120469.036,4544.802,453.796,7.319680405
SRI International Cogen Project,06081,San Mateo,California,37.455314,-122.172797,Gas,6,29220,26.991,0.278,10165.453,383.458,38.346,0.476872355
Harbor Cogen,06037,Los Angeles,California,33.7771,-118.2303,Gas,107.4,6771,14.457,0.15,5470.923,206.373,20.637,0
Port Townsend Paper,53031,Jefferson,Washington,48.0931,-122.7958,Biomass,13.9,38288.121,13.089,39.128,1648.142,6370.226,1297.136,2.918946935
Rosemary Power Station,37083,Halifax,North Carolina,36.4517,-77.6594,Oil,180,2992,3.761,1.556,2533.582,214.184,42.837,0.152494176
Frontier Generating Station,40109,Oklahoma,Oklahoma,35.439722,-97.625,Gas,122.4,236278,403.579,3.795,114349,4422.223,442.222,10.47128251
Pacific-Ultrapower Chinese Station,06109,Tuolumne,California,37.874056,-120.477556,Biomass,25,134869,204.435,26.899,0.169,151815.446,19925.777,24.54533128
Eagle Point Power Generation,34015,Gloucester,New Jersey,39.8746,-75.1592,Gas,251.8,654405,71.184,1.655,326475,12676.738,1282.326,8.381056971
Settlers Hill Gas Recovery,17089,Kane,Illinois,41.871914,-88.287721,Biomass,6,32950,0,10.795,0,0,0,6.960384
New Milford Gas Recovery,09005,Litchfield,Connecticut,41.547671,-73.425237,Biomass,5.4,7124.001,0,1.481,0,0,0,0.649784086
Monroe Livingston Gas Recovery,36055,Monroe,New York,42.9903,-77.8011,Biomass,2.4,4623,0,1.104,0,0,0,0.48457815
Milam Gas Recovery,17163,St Clair,Illinois,38.6603,-90.1317,Gas,2.4,19377.999,289.272,0.334,12215.607,460.793,46.079,0.04410153
High Acres Gas Recovery,36055,Monroe,New York,43.081667,-77.381667,Biomass,9.6,65666,0,12.077,0,0,0,5.299371935
DFW Gas Recovery,48121,Denton,Texas,33.019646,-96.961986,Biomass,12.4,85254,0,19.962,0,0,0,11.12379255
Chestnut Ridge Gas Recovery,47001,Anderson,Tennessee,36.1172,-84.0317,Biomass,4.8,27264,0,5.575,0,0,0,2.446528293
Altamont Gas Recovery,06001,Alameda,California,37.749308,-121.649866,Biomass,8.6,39752,0,12.173,0.001,0,0,7.8485976
CSL Gas Recovery,12011,Broward,Florida,26.287966,-80.166526,Biomass,11.2,51602,0,17.566,0.058,0,0,11.32608859
CID Gas Recovery,17031,Cook,Illinois,41.658794,-87.577716,Biomass,6,20765,0,6.27,0,0,0,4.0429368
Lake Gas Recovery,17031,Cook,Illinois,42.10625,-87.813738,Biomass,9,17795,0,5.582,0,0,0,3.5991648
Metro Gas Recovery,55079,Milwaukee,Wisconsin,42.850556,-88.069722,Biomass,9.2,38140,0,10.145,0,0,0,5.79977535
Omega Hills Gas Recovery,55131,Washington,Wisconsin,43.1922,-88.1597,Biomass,13.9,87718,0,25.438,0.003,0,0,16.4020788
"WPS Westwood Generation, LLC",42107,Schuylkill,Pennsylvania,40.6191,-76.45,Coal,36,127388,175.969,217.97,306972.5,53734.942,7823.366,0.790681304
McKittrick Limited,06029,Kern,California,35.319503,-119.661992,Gas,46,15387,15.395,0.04,7821.886,245.34,24.534,0.514356366
Mosinee Mill,55073,Marathon,Wisconsin,44.7881,-89.6917,Biomass,23.4,126908,110.164,323.766,30505.902,13082.552,3072.333,7.729888224
Central Power Plant,44007,Providence,Rhode Island,41.744973,-71.458415,Gas,13.7,26775,20.963,0.163,5962.787,327.691,32.772,0.268475783
Berry Cogen Tanne Hills 18,06029,Kern,California,35.089829,-119.440881,Gas,17.6,78487,79.702,0.829,30329.234,1144.069,114.407,1.422778223
"Torrance Refining Company, LLC",06037,Los Angeles,California,33.85336,-118.33,Other Fossil,49.3,181055,69.61,0.231,47862.816,1805.772,180.168,0.17279734
ExxonMobil Beaumont Refinery,48245,Jefferson,Texas,30.0636,-94.0753,Gas,697.8,4091154.999,94.063,7.113,1368831.446,57852.54,5783.896,56.14320454
Chalmette Refining LLC,22087,St Bernard,Louisiana,29.9383,-89.97,Coal,5.7,11280,56.806,242.515,,,,1.143785846
Paulsboro Refinery,34015,Gloucester,New Jersey,39.84,-75.2583,Gas,78.5,517352.04,152.002,39.093,169547.08,6500.753,678.207,21.47140337
Covanta Lake County Energy,12069,Lake,Florida,28.740206,-81.889188,Biomass,15.5,77293,478.14,2.531,88478.314,111732.054,14663.146,0.125384327
Covanta Marion Inc,41047,MARION,Oregon,45.048467,-122.962761,Biomass,13.1,65995,222.82,21.541,92617.973,118823.171,15595.54,1.313756048
Covanta Stanislaus Energy,06099,Stanislaus,California,37.3853,-121.141,Biomass,24,147230,298.069,20.648,161453.604,203830.301,26768.051,2.277432983
Clearwater Paper IPP Lewiston,16069,Nez Perce,Idaho,46.423056,-116.976389,Biomass,113.8,412952,230.79,437.844,22431.594,41520.247,10945.784,11.82881079
Clearwater Paper APP CB,05041,Desha,Arkansas,33.7061,-91.2371,Biomass,28,114107,49.861,133.947,11623.495,3661.898,2191.522,1.491282906
Sappi Cloquet Mill,27017,Carlton,Minnesota,46.7243,-92.4298,Biomass,96.5,479810.581,180.621,590.696,12848.847,52826.247,13730.692,8.461353115
Covanta Indianapolis Energy,18097,Marion,Indiana,39.734456,-86.189075,Biomass,6.5,44177,61.895,21.044,14137.233,17567.106,2305.371,19.76442666
Covanta Bristol Energy,09003,Hartford,Connecticut,41.6492,-72.9153,Biomass,16.3,101801,215.642,5.68,110235.595,141425.845,18562.142,0.156364475
Covanta Babylon Inc,36103,Suffolk,New York,40.7348,-73.3868,Biomass,17,115297,188.691,212.965,135412.955,173139.174,22727.245,0.191852008
ReEnergy Stratton LLC,23007,Franklin,Maine,45.140614,-70.425577,Biomass,45.7,208909,98.286,35.102,0.01,198110.02,26001.94,32.03015384
Huntington Resource Recovery Facility,36103,Suffolk,New York,40.8814,-73.2906,Biomass,28,184119,360.459,2.948,191301.609,244728.769,32124.629,0.813590242
Montgomery County Resource Recovery,24031,Montgomery,Maryland,39.2006,-77.4556,Biomass,67.8,273637,476.246,20.455,341724.303,435201.39,57117.142,4.845066233
Covanta Fairfax Energy,51059,Fairfax,Virginia,38.695,-77.2411,Biomass,124,723286,1864.831,143.498,655059.459,834420.616,109512.03,8.359006734
Covanta Tulsa Renewable Energy LLC,40143,Tulsa,Oklahoma,36.1319,-96.0181,Biomass,16.8,12257,12.572,5.828,3960.205,4968.004,651.944,5.609662999
